Time	Temp	Hum	Baro	Acc(x)	Acc(y)	Acc(z)	Mag(x)	Mag(y)	Mag(z)	Gyro(x)	Gyro(y)	Gyro(z)	Light
19:01:58	-9999	-9999	1008.17	8.829816	-0.80445176	-5.094861	-12.5625	17.8125	-4.75	-0.06841691	-0.008552114	0.002443461	1.0
19:01:59	-9999	-9999	1008.29	8.523358	-0.1340753	-5.2289367	-9.375	19.3125	-10.5625	-0.09773844	0.04642576	-0.019547688	1.0
19:02:00	-9999	-9999	1008.25995	8.791509	-0.38307226	-5.497087	-4.625	30.375	-18.3125	-0.080634214	-0.034208454	-0.0036651916	1.0
19:02:01	-9999	-9999	1008.29	8.63828	-0.1340753	-4.999093	-19.6875	54.5625	18.5625	-0.04886922	-0.030543262	0.004886922	1.0
19:02:02	-9999	-9999	1008.23	8.599973	-0.51714754	-5.3821654	-24.375	34.9375	57.625	-0.065973446	-0.04886922	-0.02687807	1.0
19:02:03	-9999	-9999	1008.29	8.465898	-0.9959879	-4.9799395	-4.75	2.6875	50.375	-0.052534413	-0.07574729	0.002443461	1.0
19:02:04	-9999	-9999	1008.19995	8.829816	-0.93852705	-4.8841715	-3.6875	1.875	25.625	-0.08674286	0.037873644	-0.039095376	1.0
19:02:05	-9999	-9999	1008.25995	8.7532015	-0.38307226	-4.999093	-8.875	-1.125	13.125	-0.10262536	0.012217305	-0.019547688	1.0
19:02:06	-9999	-9999	1008.23	8.599973	-0.2873042	-4.7500963	-13.375	2.6875	6.8125	-0.096516706	-0.05009095	-0.028099801	1.0
19:02:07	-9999	-9999	1008.17	8.734048	-0.24899697	-5.171476	-8.75	8.5	1.375	-0.07086037	-0.07696902	-0.021991149	1.0
19:02:08	-9999	-9999	1008.25995	8.868123	-0.2873042	-4.9224787	-7.0625	12.875	-3.4375	-0.0842994	0.014660766	-0.010995574	1.0
19:02:09	-9999	-9999	1008.29	8.848969	-0.38307226	-5.0374002	-11.25	17.75	-3.75	-0.08307768	-0.05009095	0.013439035	1.0
19:02:10	-9999	-9999	1008.19995	8.7532015	-1.2258313	-4.654328	-12.6875	20.8125	-7.5625	-0.058643065	-0.009773844	-0.019547688	1.0
19:02:11	-9999	-9999	1008.13995	8.963891	-1.532289	-4.999093	-13.0625	23.0	-6.5	-0.007330383	-0.059864793	0.05375614	1.0
19:02:12	-9999	-9999	1008.13995	8.7532015	-1.4556746	-5.056554	-13.4375	23.9375	-4.9375	-0.047647487	-0.11362094	0.009773844	1.0
19:02:13	-9999	-9999	1008.23	8.829816	-0.32561144	-4.7309427	-13.8125	23.1875	-5.6875	-0.018325957	-0.04520403	0.035430185	1.0
19:02:14	-9999	-9999	1008.25995	8.829816	-0.34476504	-4.960786	-13.875	23.125	-5.875	-0.057421334	-0.039095376	0.007330383	1.0
19:02:15	-9999	-9999	1008.23	8.7532015	-0.30645782	-4.9416323	-13.375	23.5625	-6.125	-0.0720821	-0.036651913	-0.010995574	1.0
19:02:16	-9999	-9999	1008.29	8.7532015	-0.30645782	-4.865018	-13.5625	23.5	-5.5	-0.058643065	-0.037873644	-0.008552114	1.0
19:02:17	-9999	-9999	1008.23	8.810662	-0.2681506	-4.9799395	-13.375	23.25	-4.1875	-0.06841691	-0.032986723	-0.0061086523	1.0
19:02:18	-9999	-9999	1008.19995	8.791509	-0.30645782	-4.8267107	-12.5625	23.9375	-4.5	-0.065973446	-0.02321288	-0.008552114	1.0
19:02:19	-9999	-9999	1008.32	8.868123	-0.30645782	-4.999093	-11.875	24.3125	-5.1875	-0.073303826	-0.009773844	-0.009773844	1.0
19:02:20	-9999	-9999	1008.17	8.714894	-0.22984336	-4.8267107	-11.4375	24.25	-6.1875	-0.073303826	-0.03176499	-0.017104227	1.0
19:02:21	-9999	-9999	1008.23	8.734048	-0.30645782	-4.8841715	-12.5625	24.0625	-5.8125	-0.06963864	-0.042760566	-0.02076942	1.0
19:02:22	-9999	-9999	1008.23	8.7532015	-0.2681506	-5.0757074	-12.375	23.625	-4.9375	-0.07452556	-0.034208454	-0.008552114	1.0
19:02:23	-9999	-9999	1008.23	8.810662	-0.2873042	-5.0182467	-12.4375	24.1875	-5.6875	-0.06352998	-0.05131268	0.0036651916	1.0
19:02:24	-9999	-9999	1008.25995	8.772355	-0.30645782	-4.9416323	-11.5	23.9375	-6.125	-0.05375614	-0.056199603	0.0036651916	1.0
19:02:25	-9999	-9999	1008.25995	8.810662	-0.2873042	-4.999093	-11.4375	24.0	-7.0	-0.06963864	-0.037873644	-0.008552114	1.0
19:02:26	-9999	-9999	1008.23	8.829816	-0.24899697	-4.9224787	-12.5	23.75	-6.3125	-0.09040806	-0.015882496	-0.012217305	1.0
19:02:27	-9999	-9999	1008.23	8.676587	-0.24899697	-4.9799395	-12.25	23.75	-6.8125	-0.061086524	-0.034208454	-0.0036651916	1.0
19:02:28	-9999	-9999	1008.29	8.887277	-0.36391866	-4.903325	-12.875	23.3125	-7.25	-0.04886922	-0.039095376	0.03176499	1.0
19:02:29	-9999	-9999	1008.23	8.848969	-0.21068975	-4.8458643	-13.5625	23.5625	-7.0625	-0.065973446	-0.042760566	-0.004886922	1.0
19:02:30	-9999	-9999	1008.25995	8.810662	-0.2873042	-4.7884035	-13.6875	23.125	-6.5625	-0.06841691	-0.04153884	-0.0061086523	1.0
19:02:31	-9999	-9999	1008.23	8.829816	-0.32561144	-4.8458643	-14.5625	23.25	-6.625	-0.05375614	-0.043982297	-0.004886922	1.0
19:02:32	-9999	-9999	1008.23	8.90643	-0.15322891	-4.903325	-15.1875	23.5625	-6.1875	-0.081855945	-0.02687807	-0.014660766	1.0
19:02:33	-9999	-9999	1008.23	8.734048	-0.19153613	-5.0182467	-15.125	23.25	-6.375	-0.15149458	-0.12583824	-0.004886922	1.0
19:02:34	-9999	-9999	1008.29	2.9496565	6.5122285	7.3166804	-23.625	-8.125	-15.125	-0.45814893	-0.36896262	0.2883284	1.0
19:02:35	-9999	-9999	1008.32	6.339846	3.2944214	-3.1986535	-21.0625	4.625	3.125	1.423316	0.29443705	1.7397442	1.0
19:02:36	-9999	-9999	1008.25995	9.059659	2.2984335	-3.6774938	-18.25	18.8125	-4.0	-0.058643065	-0.040317107	0.014660766	1.0
19:02:37	-9999	-9999	1008.29	9.11712	2.1452048	-3.6774938	-18.25	19.25	-3.9375	-0.06719518	-0.04520403	-0.007330383	1.0
19:02:38	-9999	-9999	1008.23	9.155427	2.2026656	-3.5817258	-17.625	19.375	-4.0625	-0.0720821	-0.034208454	-0.0061086523	1.0
19:02:39	-9999	-9999	1008.32	7.6614456	4.271256	-4.232949	-17.8125	14.125	5.25	-2.1844542	-3.3609805	0.34697145	1.0
19:02:40	-9999	-9999	1008.19995	1.1683705	0.38307226	-10.28549	0.5625	22.0625	14.1875	0.6462954	-0.75869465	0.44104472	1.0
19:02:41	-9999	-9999	1008.25995	4.711789	1.4556746	-8.772355	-14.375	18.25	8.5	-0.018325957	-0.28221974	0.05131268	1.0
19:02:42	-9999	-9999	1008.19995	4.8458643	1.7621324	-9.174581	-15.8125	18.0625	7.3125	-0.07941248	-0.058643065	0.013439035	1.0
19:02:43	-9999	-9999	1008.29	4.3861775	1.6280571	-9.097966	-16.375	18.875	6.0625	-0.2003638	-0.13439035	0.11484267	1.0
19:02:44	-9999	-9999	1008.19995	4.596867	2.3942018	-9.136273	-19.0625	13.5625	-2.3125	-0.07452556	-0.089186326	0.02321288	1.0
19:02:45	-9999	-9999	1008.23	4.1371803	2.566584	-9.002198	-20.4375	12.25	-5.9375	0.04153884	-0.16493362	-0.089186326	1.0
19:02:46	-9999	-9999	1008.23	4.175488	2.7581203	-9.385271	-27.375	9.3125	-8.5	-0.042760566	-0.056199603	-0.0012217305	1.0
19:02:47	-9999	-9999	1008.29	4.405331	3.2944214	-8.963891	-27.8125	11.0	-16.625	0.017104227	-0.18448131	-0.010995574	1.0
19:02:48	-9999	-9999	1008.25995	4.462792	4.232949	-8.485051	-40.1875	6.375	-19.375	-0.009773844	-0.18570304	-0.059864793	1.0
19:02:49	-9999	-9999	1008.29	3.9839516	3.6966474	-9.461885	-37.8125	2.75	-4.875	0.012217305	0.12095132	-0.09040806	1.0
19:02:50	-9999	-9999	1008.29	3.2561142	3.7924154	-8.236053	-40.25	1.4375	-7.1875	0.16982053	-0.7367035	0.13194689	1.0
19:02:51	-9999	-9999	1008.25995	-0.21068975	2.4516625	-9.9790325	2.875	10.4375	15.5	-0.008552114	-1.2718215	-0.41416663	1.0
19:02:52	-9999	-9999	1008.23	8.963891	2.834735	-1.3215994	-18.0	14.5625	8.5625	-0.028099801	1.4672983	0.036651913	1.0
19:02:53	-9999	-9999	1008.13995	1.4748282	2.7581203	10.419566	9.6875	14.1875	-35.75	-0.5766568	0.3848451	-0.376293	0.0
19:02:54	-9999	-9999	1008.19995	-3.0262709	1.8962077	8.178593	25.5625	17.9375	-12.8125	0.7305948	0.30176744	0.105068825	0.0
19:02:55	-9999	-9999	1008.19995	-1.6663644	0.7661445	9.32781	24.1875	19.8125	-17.75	-0.15393804	-0.49113566	-0.16126843	0.0
19:02:56	-9999	-9999	1008.23	-3.3135753	3.2944214	8.255207	21.5	23.4375	-20.9375	-0.5119051	0.64873886	0.12095132	77.0
19:02:57	-9999	-9999	1008.19995	-3.1794999	2.5474305	8.772355	22.375	23.5	-16.25	-0.17348573	0.04886922	0.08552113	89.0
19:02:58	-9999	-9999	1008.29	-2.815581	3.1986535	9.097966	22.125	23.1875	-16.5	-0.009773844	-0.20891592	0.042760566	100.0
19:02:59	-9999	-9999	1008.25995	-2.9496565	3.1411927	8.848969	21.0	23.5	-15.5	-0.014660766	-0.12339478	-0.028099801	117.0
19:03:00	-9999	-9999	1008.23	4.1180267	-0.05746084	8.7532015	8.0	25.875	-21.75	0.06841691	-1.7116444	-0.22968534	87.0
19:03:01	-9999	-9999	1008.19995	0.2873042	0.34476504	9.097966	1.0	25.5625	-22.6875	-0.2724459	0.752586	-0.27122417	281.0
19:03:02	-9999	-9999	1008.19995	1.1875241	3.1411927	10.419566	-3.8125	24.5	-27.375	0.2761111	0.080634214	-0.27122417	253.0
19:03:03	-9999	-9999	1008.19995	-0.82360536	2.0685902	8.983045	10.3125	28.125	-26.1875	0.20769419	-0.5522222	0.073303826	295.0
19:03:04	-9999	-9999	1008.23	0.2873042	1.4748282	9.749189	19.0625	23.1875	-19.0	-0.3042109	-0.66828656	-0.08307768	267.0
19:03:05	-9999	-9999	1008.23	1.6663644	0.34476504	9.212888	16.5625	25.0	-13.6875	0.26145032	-0.75502944	-0.27122417	210.0
19:03:06	-9999	-9999	1008.29	0.095768064	0.11492168	9.80665	15.5	23.625	-14.625	-0.16737708	0.07819075	0.009773844	210.0
19:03:07	-9999	-9999	1008.25995	-0.05746084	0.15322891	9.691729	14.8125	24.9375	-14.9375	-0.0720821	-0.06841691	0.035430185	154.0
19:03:08	-9999	-9999	1008.25995	-0.11492168	0.21068975	9.768343	15.3125	24.625	-15.25	-0.065973446	-0.05131268	-0.002443461	196.0
19:03:09	-9999	-9999	1008.25995	-0.076614454	0.095768064	9.672575	15.1875	23.625	-15.8125	-0.07086037	-0.042760566	-0.012217305	196.0
19:03:10	-9999	-9999	1008.23	-0.19153613	0.30645782	9.653421	15.75	23.4375	-16.0	-0.06719518	-0.056199603	-0.009773844	196.0
19:03:11	-9999	-9999	1008.23	-0.1340753	0.2873042	9.672575	15.0625	23.8125	-16.0625	-0.06719518	-0.056199603	0.008552114	196.0
19:03:12	-9999	-9999	1008.25995	-0.22984336	0.17238252	9.691729	15.3125	23.0625	-16.5625	0.0012217305	-0.002443461	-0.0036651916	196.0
19:03:13	-9999	-9999	1008.32	-0.2873042	0.095768064	9.653421	16.5625	23.5625	-20.125	0.010995574	-0.0012217305	0.004886922	196.0
19:03:14	-9999	-9999	1008.23	-0.21068975	0.1340753	9.691729	17.0	23.375	-19.8125	-0.019547688	0.013439035	-0.0061086523	196.0
19:03:15	-9999	-9999	1008.17	-0.24899697	0.19153613	9.768343	15.875	23.6875	-20.25	-0.009773844	-0.0036651916	-0.008552114	196.0
19:03:16	-9999	-9999	1008.25995	-0.34476504	0.1340753	9.634268	16.3125	23.125	-19.8125	0.007330383	-0.0036651916	-0.0061086523	196.0
19:03:17	-9999	-9999	1008.23	-0.2681506	0.21068975	9.576807	15.4375	23.9375	-18.375	0.0012217305	-0.018325957	0.017104227	196.0
19:03:18	-9999	-9999	1008.25995	-0.22984336	0.19153613	9.595961	14.5	24.6875	-17.1875	0.017104227	-0.010995574	-0.007330383	196.0
19:03:19	-9999	-9999	1008.19	-0.19153613	1.1300632	9.5385	14.0625	24.1875	-17.25	0.015882496	-0.0012217305	-0.0012217305	196.0
19:03:20	-9999	-9999	1008.19	-0.17238252	0.34476504	9.595961	14.75	25.4375	-19.9375	-0.02565634	-0.002443461	0.0036651916	196.0
19:03:21	-9999	-9999	1008.25	-0.19153613	0.0	9.80665	14.875	26.3125	-20.4375	-0.007330383	-0.02321288	0.010995574	196.0
19:03:22	-9999	-9999	1008.22	-0.076614454	0.0	9.768343	15.3125	25.6875	-21.6875	-0.009773844	-0.02321288	0.002443461	196.0
19:03:23	-9999	-9999	1008.27997	-0.038307227	0.45968673	9.672575	15.5625	23.6875	-20.0625	0.015882496	-0.0012217305	0.004886922	196.0
19:03:24	-9999	-9999	1008.27997	-0.038307227	0.7469909	9.672575	12.9375	23.6875	-19.1875	0.004886922	0.0	-0.008552114	196.0
19:03:27	-9999	-9999	1008.16	-0.19153613	-0.22984336	9.653421	14.375	20.75	-20.0625	-0.0012217305	-0.0036651916	-0.007330383	196.0
19:03:28	-9999	-9999	1008.19	-0.34476504	0.21068975	9.787497	12.1875	16.5	-22.125	-0.05009095	-0.02565634	0.06963864	196.0
19:03:33	-9999	-9999	1008.27997	-0.19153613	0.34476504	9.864111	13.3125	17.0	-23.6875	0.3726278	-0.18692477	0.015882496	196.0
19:03:36	-9999	-9999	1008.19	0.17238252	0.19153613	9.710882	5.6875	18.75	-24.875	0.012217305	0.039095376	-0.021991149	112.0
19:03:37	-9999	-9999	1008.13	-1.6089035	2.336741	9.11712	4.625	16.125	-21.75	0.02565634	0.028099801	-0.03176499	196.0
19:03:38	-9999	-9999	1008.19	-1.7812861	2.9113493	8.504205	4.8125	13.875	-25.5625	-0.058643065	0.07574729	-0.010995574	168.0
19:03:40	-9999	-9999	1008.19	-1.5897499	2.585738	9.3661175	3.6875	14.125	-25.1875	-0.018325957	-0.002443461	-0.007330383	196.0
19:03:41	-9999	-9999	1008.13	-1.4173675	3.3901896	9.193734	1.4375	7.8125	-30.8125	-0.035430185	0.02443461	-0.17837265	196.0
19:03:42	-9999	-9999	1008.27997	-0.91937345	2.336741	8.159439	-2.5	5.75	-34.5625	-0.70005155	0.5497787	1.4245378	239.0
19:03:43	-9999	-9999	1008.16	-2.4708161	1.5131354	8.791509	10.5	15.5625	-33.3125	-0.675617	0.4569272	-0.25045475	182.0
19:03:44	-9999	-9999	1008.04	-2.0111294	-0.11492168	9.059659	8.5	14.5625	-33.25	-0.49480084	0.31398472	-0.40683624	140.0
19:03:45	-9999	-9999	1008.22	-1.7429788	0.7469909	8.00621	5.3125	14.4375	-28.9375	-0.47158796	0.26389378	-0.24801129	196.0
19:03:46	-9999	-9999	1008.25	-3.9264908	0.82360536	8.7532015	9.25	11.8125	-27.5625	-0.05375614	-0.5363397	0.039095376	196.0
19:03:47	-9999	-9999	1008.19	-3.1603463	-0.8810662	9.576807	5.125	12.375	-23.5	0.0036651916	1.4660766	1.1349876	112.0
19:03:48	-9999	-9999	1008.04	-4.76925	-2.1068976	8.00621	2.4375	19.625	-12.0	0.07574729	0.10751228	0.015882496	140.0
19:03:49	-9999	-9999	1008.27997	-5.2480903	-1.436521	8.312668	3.625	28.0625	-18.875	-0.14294247	0.17837265	-0.028099801	168.0
19:03:50	-9999	-9999	1008.13	-5.209783	-1.8579005	8.1402855	12.1875	25.3125	-32.375	-0.02076942	-0.059864793	0.02687807	154.0
19:03:51	-9999	-9999	1008.16	-4.5777135	-2.1643584	8.37013	9.9375	22.875	-31.25	-0.10751228	0.012217305	-0.019547688	154.0
19:03:52	-9999	-9999	1008.25	-5.6120086	-0.8810662	8.025364	10.0625	21.875	-30.25	-0.02443461	0.24678956	-0.1441642	154.0
19:03:53	-9999	-9999	1008.13	-5.209783	-0.4213795	8.121132	9.9375	21.5625	-30.0	-0.017104227	0.007330383	-0.014660766	267.0
19:03:54	-9999	-9999	1008.22	-5.2863975	-0.4405331	8.159439	10.8125	21.5	-30.125	0.004886922	0.007330383	-0.0061086523	267.0
19:03:55	-9999	-9999	1008.16	-5.1906295	0.2681506	8.082825	10.4375	18.375	-33.25	-0.021991149	0.0	0.036651913	309.0
19:03:56	-9999	-9999	1008.19	-5.2480903	0.038307227	8.121132	9.6875	20.4375	-31.3125	-0.0012217305	-0.030543262	0.014660766	309.0
19:03:57	-9999	-9999	1008.19	-5.3247046	0.05746084	8.0445175	10.1875	20.5	-30.375	0.009773844	0.018325957	0.0	309.0
19:03:58	-9999	-9999	1008.22	-5.2289367	-0.076614454	8.1402855	10.875	20.5	-29.4375	0.012217305	-0.02321288	0.0036651916	182.0
19:03:59	-9999	-9999	1008.19	-5.3821654	0.24899697	8.063671	11.0	20.3125	-29.875	0.007330383	0.010995574	0.002443461	182.0
19:04:00	-9999	-9999	1008.19	-5.45878	0.40222588	7.9487495	12.4375	20.8125	-29.8125	-0.014660766	-0.030543262	0.028099801	182.0
19:04:01	-9999	-9999	1008.16	-5.1140146	-0.019153614	8.2169	13.5	20.125	-28.9375	0.017104227	-0.009773844	0.034208454	182.0
19:04:02	-9999	-9999	1008.22	-5.133168	0.15322891	8.197746	11.9375	18.375	-27.4375	0.002443461	0.037873644	0.028099801	182.0
19:04:03	-9999	-9999	1008.19	-15.801731	0.6703765	11.3964	20.3125	9.5625	-22.875	-2.5534167	-0.10140363	-1.7849482	182.0
19:04:04	-9999	-9999	1008.1	-7.1251445	0.05746084	6.4547677	12.9375	14.5625	-23.75	-0.009773844	0.013439035	-0.013439035	182.0
19:04:05	-9999	-9999	1008.19	-7.1634517	0.38307226	6.531382	12.125	16.0625	-22.75	-0.015882496	-0.002443461	-0.015882496	182.0
19:04:06	-9999	-9999	1008.13	-7.086837	0.24899697	6.5122285	11.1875	19.75	-22.375	-0.013439035	0.02321288	-0.0036651916	182.0
19:04:07	-9999	-9999	1008.13	-6.991069	0.19153613	6.435614	10.5	25.0	-22.875	-0.0012217305	-0.03176499	0.021991149	182.0
19:04:08	-9999	-9999	1008.1	-7.029376	-0.095768064	6.5505357	10.5625	27.75	-25.25	0.043982297	0.007330383	-0.009773844	84.0
19:04:09	-9999	-9999	1008.22	-7.067683	0.34476504	6.4739213	11.0	28.25	-24.5	-0.019547688	-0.02076942	-0.008552114	87.0
19:04:10	-9999	-9999	1008.16	-7.1251445	0.40222588	6.397307	11.75	28.0	-24.6875	0.012217305	0.007330383	-0.008552114	151.0
19:04:11	-9999	-9999	1008.19	-7.086837	0.30645782	6.4164605	12.0	28.1875	-24.375	0.007330383	0.015882496	-0.015882496	158.0
19:04:12	-9999	-9999	1008.1	-7.1251445	0.32561144	6.493075	11.25	27.6875	-25.6875	-0.0061086523	-0.014660766	0.0036651916	158.0
19:04:13	-9999	-9999	1008.22	-7.086837	0.32561144	6.531382	10.6875	27.75	-25.8125	-0.015882496	-0.032986723	0.015882496	158.0
19:04:14	-9999	-9999	1008.16	-7.029376	0.24899697	6.493075	10.6875	28.5	-25.5	0.002443461	0.0012217305	-0.021991149	158.0
19:04:15	-9999	-9999	1008.13	-7.201759	0.5746084	6.3781533	10.1875	28.125	-25.1875	-0.010995574	-0.004886922	0.02443461	158.0
19:04:16	-9999	-9999	1008.19	-7.2592196	1.1492168	6.435614	12.0625	28.1875	-26.75	0.0	0.002443461	-0.004886922	158.0
19:04:17	-9999	-9999	1008.25	-7.2592196	0.61291564	6.435614	16.3125	24.625	-29.625	-0.02687807	-0.02321288	-0.015882496	158.0
19:04:18	-9999	-9999	1008.16	-7.0485296	0.2681506	6.5696893	19.1875	25.625	-32.25	-0.009773844	-0.034208454	0.008552114	156.0
19:04:19	-9999	-9999	1008.19	-7.1251445	0.038307227	6.742072	20.5	17.375	-30.875	-0.0061086523	0.014660766	-0.010995574	156.0
19:04:20	-9999	-9999	1008.16	-7.144298	-0.038307227	6.6079965	15.375	15.0	-24.9375	-0.004886922	0.02076942	-0.02443461	156.0
19:04:21	-9999	-9999	1008.19	-7.0485296	-0.21068975	6.5696893	12.3125	16.5625	-22.0625	-0.0036651916	-0.004886922	0.002443461	156.0
19:04:22	-9999	-9999	1008.19	-7.2209125	0.2873042	6.5505357	12.25	16.6875	-22.8125	-0.0036651916	0.0	-0.004886922	156.0
19:04:23	-9999	-9999	1008.25	-7.1634517	0.34476504	6.3781533	12.9375	16.6875	-23.625	0.009773844	0.007330383	-0.007330383	156.0
19:04:24	-9999	-9999	1008.22	-7.086837	0.32561144	6.435614	14.125	16.5625	-23.625	0.010995574	0.0	0.0	156.0
19:04:25	-9999	-9999	1008.22	-7.067683	0.38307226	6.4547677	13.8125	16.8125	-22.625	-0.010995574	-0.029321533	0.019547688	156.0
19:04:26	-9999	-9999	1008.13	-7.2209125	0.2873042	6.5505357	14.125	16.875	-22.9375	0.002443461	0.0036651916	-0.014660766	145.0
19:04:27	-9999	-9999	1008.16	-7.1634517	0.2681506	6.4547677	14.375	16.5	-22.875	0.013439035	0.02321288	-0.009773844	140.0
