Time,Temp,Hum,Baro,Acc(x),Acc(y),Acc(z),LinAcc(x),LinAcc(y),LinAcc(z),Mag(x),Mag(y),Mag(z),Degrees,Gyro(x),Gyro(y),Gyro(z),Light,Lat,Long,Stop
1473354510606,-9999,-9999,999.83997,-1.3790601,9.3661175,2.9113493,-0.88419956,0.44612312,-0.019575119,-12.625,76.625,-39.0,20.086731,0.034208454,0.039095376,0.013439035,8507.0,-9999,-9999,-9999
1473354510720,-9999,-9999,999.83997,-0.9959879,9.844957,2.3558946,-0.6397495,0.43703938,-0.38902402,-13.0,76.0625,-38.8125,21.004517,-0.004886922,-0.07452556,0.07819075,8507.0,-9999,-9999,-9999
1473354510836,-9999,-9999,999.77997,-0.5554548,9.136273,2.6048915,-0.81672597,-0.8633938,-0.9519521,-13.125,76.5,-38.4375,21.056519,0.02076942,0.112399206,-0.035430185,8507.0,-9999,-9999,-9999
1473354510950,-9999,-9999,999.89996,-0.51714754,9.021352,2.5474305,-0.14893278,-0.38551235,-0.19951701,-12.9375,76.375,-38.8125,21.33667,-0.03176499,-0.05375614,0.06963864,8229.0,-9999,-9999,-9999
1473354511059,-9999,-9999,999.77997,-1.340753,9.251195,2.4899697,-0.971482,-0.14934158,-0.27841306,-13.125,76.375,-39.125,22.186707,0.0036651916,0.21502456,-0.09285152,8229.0,-9999,-9999,-9999
1473354511170,-9999,-9999,999.77997,-1.0726024,9.32781,2.4708161,-0.4937205,-0.49061584,0.07614231,-12.5625,76.5625,-38.875,22.21289,-0.002443461,0.043982297,-0.0012217305,8229.0,-9999,-9999,-9999
1473354511277,-9999,-9999,999.70996,-0.36391866,10.036493,2.7581203,0.13713941,0.58023167,0.1229589,-12.25,76.5625,-38.875,22.63498,-0.037873644,-0.065973446,0.07452556,8711.0,-9999,-9999,-9999
1473354511383,-9999,-9999,999.75,-0.5363012,9.710882,3.083732,-0.5935087,-0.18038654,-0.12018204,-12.4375,76.5,-38.625,22.563782,0.007330383,0.064751714,-0.009773844,8711.0,-9999,-9999,-9999
1473354511491,-9999,-9999,999.77997,-1.0534488,10.247183,2.8538885,-0.5783142,0.602973,-0.10795784,-12.875,76.375,-39.0625,22.434631,0.02321288,0.09407325,-0.02565634,8711.0,-9999,-9999,-9999
1473354511599,-9999,-9999,999.87,-1.1683705,9.3661175,2.566584,-0.62444264,-0.03163433,-0.18237805,-12.3125,76.9375,-38.3125,23.623444,0.02076942,0.10751228,-0.028099801,8711.0,-9999,-9999,-9999
1473354511709,-9999,-9999,999.83997,-0.80445176,9.002198,2.5474305,-0.19978696,-0.39508057,-0.19043875,-12.25,76.5,-38.4375,24.70514,0.002443461,0.07696902,-0.004886922,8711.0,-9999,-9999,-9999
1473354511818,-9999,-9999,999.70996,-0.9576807,9.844957,2.8538885,-0.424806,0.39535236,0.34271264,-12.3125,76.6875,-38.3125,25.818665,0.004886922,-0.009773844,0.0720821,8711.0,-9999,-9999,-9999
1473354511925,-9999,-9999,999.75,-1.283292,9.691729,2.336741,-0.9751423,0.028969765,-0.25570965,-12.5,76.5625,-38.4375,26.53653,0.017104227,0.103847094,0.013439035,8711.0,-9999,-9999,-9999
1473354512038,-9999,-9999,999.70996,-1.7046716,9.481039,2.3558946,-0.99658257,0.08115482,-0.34802747,-12.25,75.875,-38.875,26.871796,0.0,0.11728613,0.0012217305,8711.0,-9999,-9999,-9999
1473354512156,-9999,-9999,999.77997,-1.436521,9.11712,2.528277,-0.7108429,-0.28188896,-0.17402148,-12.0,76.25,-38.375,27.124939,-0.014660766,0.008552114,0.07574729,8711.0,-9999,-9999,-9999
1473354512268,-9999,-9999,999.66,-1.8962077,8.848969,2.2984335,-0.86177486,-0.03077507,-0.12836885,-12.1875,76.8125,-38.4375,27.054962,0.013439035,0.16982053,-0.02321288,8711.0,-9999,-9999,-9999
1473354512385,-9999,-9999,999.63,-1.1109096,9.32781,2.719813,-0.3885815,-0.06679344,0.0013468266,-12.4375,76.875,-39.0625,27.250885,-0.009773844,0.1563815,-0.02321288,8711.0,-9999,-9999,-9999
1473354512492,-9999,-9999,999.75,-1.2258313,9.289502,2.930503,-0.48502022,-0.10130882,0.20391774,-12.9375,76.6875,-39.3125,27.202606,-0.017104227,0.10140363,0.014660766,8711.0,-9999,-9999,-9999
1473354512599,-9999,-9999,999.66,-0.8619126,9.576807,3.0454245,-0.05977136,-0.08274937,0.0016422272,-12.6875,76.6875,-39.0,26.620026,0.0036651916,-0.034208454,0.07941248,8711.0,-9999,-9999,-9999
1473354512705,-9999,-9999,999.63,-0.842759,9.615114,2.0685902,-0.02994448,0.22276115,-0.63204193,-12.3125,76.875,-39.0625,26.963928,-0.007330383,0.061086524,0.3359759,8711.0,-9999,-9999,-9999
1473354512818,-9999,-9999,999.70996,-1.6280571,9.11712,2.1068976,-0.77343667,-0.27395248,-0.585274,-12.5625,76.375,-38.9375,27.536499,-0.028099801,0.18570304,-0.040317107,8711.0,-9999,-9999,-9999
1473354512923,-9999,-9999,999.66,-0.6703765,9.691729,2.9496565,0.04482466,0.40670013,0.23244739,-12.125,76.25,-39.625,27.04129,-0.007330383,-0.036651913,0.07696902,8039.0,-9999,-9999,-9999
1473354513036,-9999,-9999,999.70996,-0.6512229,10.01734,3.122039,0.24800283,0.6374321,0.40558577,-11.75,76.5,-39.25,25.997833,0.03176499,0.07574729,0.013439035,8039.0,-9999,-9999,-9999
1473354513148,-9999,-9999,999.68,-1.283292,9.691729,2.4133554,-0.30201137,0.30329895,-0.24462819,-11.9375,76.1875,-38.9375,26.87613,-0.0012217305,-0.08307768,0.111177474,8039.0,-9999,-9999,-9999
1473354513254,-9999,-9999,999.70996,-0.63206923,9.442732,2.681506,0.33599716,0.051802635,0.027505875,-12.0,76.0,-38.375,26.631714,-0.009773844,0.029321533,0.030543262,8039.0,-9999,-9999,-9999
1473354513370,-9999,-9999,999.63,-0.5554548,9.308656,2.9113493,0.09030622,6.580353E-5,-0.2645352,-11.625,76.4375,-38.75,26.888947,-0.018325957,-0.034208454,0.07819075,8039.0,-9999,-9999,-9999
1473354513479,-9999,-9999,999.57,-1.8195933,9.3661175,2.528277,-0.79106545,-0.01607418,-0.13386631,-11.3125,76.5,-38.875,26.27713,0.008552114,0.17959438,-0.064751714,8039.0,-9999,-9999,-9999
1473354513584,-9999,-9999,999.57,-1.0534488,8.983045,2.7389667,-0.00221622,-0.39984703,0.088181496,-11.0625,76.5625,-38.8125,26.6156,-0.030543262,0.10140363,-0.004886922,8039.0,-9999,-9999,-9999
1473354513692,-9999,-9999,999.6,-1.0726024,8.695741,2.5091233,-0.031499147,-0.68258667,-0.16173267,-10.75,76.5,-38.75,26.379059,-0.009773844,0.12583824,-0.019547688,8039.0,-9999,-9999,-9999
1473354513803,-9999,-9999,999.54,-0.6512229,9.959879,3.064578,0.443245,0.5869827,0.39599538,-10.9375,76.625,-39.4375,26.356445,-0.02687807,-0.10873401,0.118507855,8039.0,-9999,-9999,-9999
1473354513909,-9999,-9999,999.57,-1.4939818,9.710882,2.566584,-0.06586397,0.37739372,-0.045098066,-10.0625,77.125,-39.875,26.212097,-0.014660766,0.105068825,-0.013439035,8039.0,-9999,-9999,-9999
1473354514021,-9999,-9999,999.57,-1.3790601,10.304645,2.7389667,-0.16191256,0.19357014,-0.08624196,-10.125,77.1875,-39.4375,26.486633,0.0012217305,0.1685988,-0.04642576,8039.0,-9999,-9999,-9999
1473354514133,-9999,-9999,999.54,-1.340753,9.212888,2.2601264,-0.11693919,-0.1472454,-0.39704967,-10.3125,77.125,-39.0625,26.9758,0.009773844,0.13561209,-0.014660766,9454.0,-9999,-9999,-9999
1473354514239,-9999,-9999,999.48,-1.532289,9.5385,2.336741,-0.23772562,0.18313885,-0.30366182,-9.875,76.8125,-39.25,28.075775,-0.014660766,0.105068825,0.008552114,9221.0,-9999,-9999,-9999
1473354514350,-9999,-9999,999.50995,-1.8579005,9.883265,3.0071173,-0.15494347,0.11392689,0.3530705,-9.6875,77.125,-39.5625,27.885376,0.008552114,0.13805555,-0.008552114,9221.0,-9999,-9999,-9999
1473354514458,-9999,-9999,999.44995,-1.0726024,9.519346,2.834735,-0.13119745,0.19141006,0.4768598,-9.5,77.3125,-39.6875,27.683075,0.019547688,-0.0012217305,0.07941248,10214.0,-9999,-9999,-9999
1473354514568,-9999,-9999,999.50995,-0.6703765,9.998186,3.083732,0.64921504,0.6445465,0.4496355,-8.8125,76.5625,-39.75,26.59137,0.018325957,-0.09285152,0.13439035,10214.0,-9999,-9999,-9999
1473354514678,-9999,-9999,999.50995,-1.685518,10.036493,2.528277,-0.3919319,0.6720009,-0.080040455,-9.0,76.375,-38.875,26.175568,0.0,0.172264,-0.028099801,11757.0,-9999,-9999,-9999
1473354514783,-9999,-9999,999.44995,-1.0726024,9.500193,2.777274,0.19463551,0.13227749,0.16831613,-9.0,77.25,-38.875,25.77652,-0.02321288,0.07452556,0.02321288,11757.0,-9999,-9999,-9999
1473354514890,-9999,-9999,999.50995,-1.5705963,9.481039,2.7389667,-0.3036884,0.11479759,0.123847246,-9.0625,77.0625,-38.8125,25.153687,0.008552114,0.08674286,0.008552114,11373.0,-9999,-9999,-9999
1473354515001,-9999,-9999,999.50995,-0.842759,9.308656,2.585738,0.40515578,0.43876743,0.091501236,-9.375,76.875,-39.125,25.271484,-0.012217305,0.0061086523,0.059864793,11373.0,-9999,-9999,-9999
1473354515113,-9999,-9999,999.50995,-1.8962077,9.557653,2.5091233,-0.47110236,0.40654373,-0.07179785,-9.1875,76.5,-38.8125,25.294678,-0.019547688,0.17470746,-0.05009095,12114.0,-9999,-9999,-9999
1473354515220,-9999,-9999,999.42,-0.90021986,9.519346,2.585738,0.3998434,0.642087,0.26665282,-9.3125,76.25,-38.75,25.466553,-0.009773844,0.0036651916,0.05375614,12114.0,-9999,-9999,-9999
1473354515329,-9999,-9999,999.54,-1.4173675,9.5385,2.96881,-0.0685668,0.18898487,0.3348577,-8.75,76.6875,-39.0625,25.572327,-0.007330383,0.080634214,0.013439035,12114.0,-9999,-9999,-9999
1473354515438,-9999,-9999,999.50995,-1.0151415,9.251195,2.7964275,0.34276247,-0.09663677,0.1611774,-8.75,76.5,-39.5,25.498505,-0.010995574,0.042760566,0.02565634,12114.0,-9999,-9999,-9999
1473354515552,-9999,-9999,999.42,-1.7238252,9.32781,2.336741,-0.30323708,-0.012748718,-0.29123998,-8.3125,76.875,-39.375,26.220001,-0.017104227,0.0061086523,0.056199603,12114.0,-9999,-9999,-9999
1473354515658,-9999,-9999,999.42,-1.7812861,8.810662,2.4899697,-0.057076335,-0.5225849,0.14108253,-8.625,76.75,-39.6875,25.8479,-0.02321288,0.12217305,-0.012217305,11463.0,-9999,-9999,-9999
1473354515769,-9999,-9999,999.48,-2.0111294,9.691729,2.930503,-0.5597125,0.3671198,0.26302218,-8.5,77.0,-39.4375,25.910645,-0.012217305,0.13072516,-0.019547688,11463.0,-9999,-9999,-9999
1473354515877,-9999,-9999,999.42,-0.9768343,9.653421,3.0262709,0.47924793,0.33154202,0.35179973,-7.8125,77.0625,-39.5,25.659851,0.010995574,0.09285152,0.009773844,11463.0,-9999,-9999,-9999
1473354515986,-9999,-9999,999.44995,-1.436521,9.730036,2.9879637,0.03297019,0.4092703,0.31694913,-7.375,76.625,-39.1875,25.413513,-0.0061086523,0.09773844,-0.004886922,12303.0,-9999,-9999,-9999
1473354516096,-9999,-9999,999.42,-1.340753,9.749189,3.1028855,-0.23063195,0.37854195,0.10374403,-7.4375,76.375,-39.5,25.41095,0.0036651916,0.02443461,0.047647487,12303.0,-9999,-9999,-9999
1473354516202,-9999,-9999,999.42,-1.2258313,9.32781,2.7581203,0.2984017,0.87475395,0.13345623,-7.5,76.1875,-39.0625,24.824432,0.012217305,0.061086524,0.035430185,12407.0,-9999,-9999,-9999
1473354516307,-9999,-9999,999.50995,-1.5514427,9.500193,2.6048915,-0.13428748,-0.07907772,0.06699896,-7.3125,76.3125,-39.0625,24.807678,0.010995574,0.095294975,0.02443461,12407.0,-9999,-9999,-9999
1473354516420,-9999,-9999,999.54,-1.8579005,9.500193,2.6431987,-0.3865205,0.18081474,-0.031612635,-7.25,76.625,-38.8125,24.532745,0.0,0.18325958,-0.047647487,12407.0,-9999,-9999,-9999
1473354516536,-9999,-9999,999.38995,-1.1492168,9.346964,2.7581203,0.3622675,0.08946133,0.34585977,-6.9375,76.6875,-39.375,24.21988,-0.008552114,0.09407325,0.012217305,12407.0,-9999,-9999,-9999
1473354516644,-9999,-9999,999.50995,-1.4748282,8.734048,2.7389667,0.21216893,7.991791E-4,0.035823584,-6.75,76.4375,-38.8125,23.414185,-0.015882496,0.05497787,0.014660766,12407.0,-9999,-9999,-9999
1473354516750,-9999,-9999,999.38995,-1.5705963,9.289502,2.9496565,-0.016756892,0.5231838,-0.14363742,-6.75,76.4375,-39.0,23.339417,-0.013439035,0.103847094,-0.017104227,12407.0,-9999,-9999,-9999
1473354516858,-9999,-9999,999.38995,-0.9959879,9.902418,3.2944214,0.31232917,0.09909344,0.22573042,-6.4375,76.75,-38.5625,23.124695,0.0061086523,0.009773844,0.043982297,14193.0,-9999,-9999,-9999
1473354516969,-9999,-9999,999.38995,-1.3982137,9.270349,2.6431987,0.039976478,-0.22454357,-0.19402313,-5.5,76.625,-38.9375,22.828278,0.015882496,0.09773844,-0.0036651916,14193.0,-9999,-9999,-9999
1473354517077,-9999,-9999,999.36,-1.4556746,9.289502,2.873042,0.08066738,0.003663063,0.119270325,-5.8125,76.375,-39.0625,22.948578,-0.013439035,0.103847094,-0.002443461,14193.0,-9999,-9999,-9999
1473354517187,-9999,-9999,999.3,-0.82360536,9.212888,2.8921957,0.6655267,-0.070261955,0.10364652,-5.875,76.9375,-38.5625,21.509521,-0.015882496,0.062308256,-0.002443461,14193.0,-9999,-9999,-9999
1473354517301,-9999,-9999,999.3,-0.7278373,9.557653,2.930503,0.6963403,0.27137756,0.11852646,-5.5,76.625,-38.75,19.9469,0.02076942,0.056199603,0.004886922,14193.0,-9999,-9999,-9999
1473354517427,-9999,-9999,999.36,-0.2873042,9.959879,3.3135753,1.0751556,0.66571903,0.49707246,-5.375,76.5,-38.0625,18.158691,-0.0061086523,0.004886922,0.010995574,14193.0,-9999,-9999,-9999
1473354517537,-9999,-9999,999.3,-0.30645782,9.481039,2.7964275,0.769419,0.20652866,0.36265326,-5.8125,77.3125,-39.0,17.054016,-0.004886922,-0.030543262,0.017104227,14193.0,-9999,-9999,-9999
1473354517650,-9999,-9999,999.32996,-0.6512229,9.653421,3.0454245,0.62372786,0.35573387,0.1997416,-5.1875,77.25,-39.3125,15.814819,-0.0061086523,0.08552113,-0.04153884,14286.0,-9999,-9999,-9999
1473354517756,-9999,-9999,999.3,-0.21068975,9.595961,3.1986535,1.0047884,0.2971058,0.3308475,-5.5,76.8125,-38.3125,14.301697,0.009773844,-0.042760566,0.02565634,14286.0,-9999,-9999,-9999
1473354517865,-9999,-9999,999.3,-0.7278373,9.768343,2.873042,0.35842854,0.42385578,-5.104542E-4,-5.375,77.1875,-38.5625,12.796936,0.010995574,0.13927728,-0.10629055,14286.0,-9999,-9999,-9999
1473354517974,-9999,-9999,999.38995,-0.15322891,9.346964,3.7349546,0.9231744,0.042928696,0.82863855,-4.8125,76.875,-38.625,11.39975,0.0061086523,0.019547688,-0.028099801,14286.0,-9999,-9999,-9999
1473354518081,-9999,-9999,999.26996,-0.40222588,9.883265,3.3327289,0.6013229,0.5720043,0.4234829,-5.25,76.6875,-38.6875,9.95343,0.012217305,0.039095376,-0.05375614,14286.0,-9999,-9999,-9999
1473354518272,-9999,-9999,999.32996,0.095768064,9.576807,3.2944214,1.03969,0.2632761,0.37251568,-5.25,76.8125,-38.25,9.2074585,-0.0061086523,-0.036651913,-0.002443461,14286.0,-9999,-9999,-9999
1473354518423,-9999,-9999,999.3,-0.2681506,9.461885,3.122039,0.94058335,0.13248348,9.889603E-4,-5.0,77.0625,-37.6875,7.8569946,0.0,-0.009773844,-0.034208454,14286.0,-9999,-9999,-9999
1473354518790,-9999,-9999,999.3,0.076614454,9.346964,2.815581,0.68980813,0.49886513,0.11307287,-4.75,77.0625,-37.875,7.8569946,0.0,0.05009095,-0.06719518,14286.0,-9999,-9999,-9999
1473354518911,-9999,-9999,999.3,0.47884035,9.500193,3.1603463,1.2444286,0.20923424,-0.12727642,-4.8125,77.875,-37.9375,7.8569946,-0.004886922,-0.04520403,-0.05131268,16120.0,-9999,-9999,-9999
1473354519024,-9999,-9999,999.20996,0.36391866,8.983045,2.566584,0.8774686,-0.3319273,-0.4563229,-5.0,77.625,-38.125,7.8569946,-0.004886922,0.0,-0.07452556,16120.0,-9999,-9999,-9999
1473354519150,-9999,-9999,999.26996,0.1340753,9.481039,3.2561142,0.74748826,0.38079357,0.239959,-4.9375,77.6875,-37.9375,7.8569946,-0.002443461,0.009773844,-0.073303826,13943.0,-9999,-9999,-9999
1473354519267,-9999,-9999,999.3,0.24899697,9.155427,2.9496565,0.4564265,0.14542389,-0.1388576,-5.0,77.5,-38.0,7.8569946,0.028099801,0.032986723,-0.103847094,13943.0,-9999,-9999,-9999
1473354519395,-9999,-9999,999.18,1.7046716,9.136273,2.96881,1.7096281,0.09752655,-0.00497818,-5.625,77.9375,-37.8125,7.8569946,0.007330383,-0.18936823,0.034208454,13943.0,-9999,-9999,-9999
1473354519513,-9999,-9999,999.24,1.283292,9.825804,3.1794999,1.4739597,0.6475105,0.14642167,-5.6875,77.4375,-38.0625,7.8569946,-0.008552114,-0.18570304,0.02076942,13943.0,-9999,-9999,-9999
1473354519635,-9999,-9999,999.14996,0.7661445,9.385271,2.7964275,0.7481302,0.16779232,-0.036646843,-6.3125,77.375,-38.0625,7.8569946,0.013439035,-0.017104227,-0.11728613,13943.0,-9999,-9999,-9999
1473354519758,-9999,-9999,999.18,1.4173675,9.519346,3.371036,1.0811528,0.41841412,0.2358787,-5.625,77.125,-38.125,7.8569946,-0.012217305,-0.17348573,0.004886922,13943.0,-9999,-9999,-9999
1473354519869,-9999,-9999,999.18,1.1875241,9.710882,2.8538885,0.7637979,0.34124947,-0.21155548,-5.875,76.6875,-38.875,7.8569946,0.019547688,-0.07941248,-0.059864793,13943.0,-9999,-9999,-9999
1473354519988,-9999,-9999,999.18,1.3215994,9.672575,2.9879637,0.797298,0.33965874,0.022804499,-5.8125,76.0,-38.0625,7.8569946,-0.015882496,-0.20525073,0.019547688,13943.0,-9999,-9999,-9999
1473354520104,-9999,-9999,999.18,1.283292,9.615114,3.5051112,0.69706637,0.28187943,0.55257654,-5.9375,76.1875,-37.875,7.8569946,0.02443461,-0.05497787,-0.065973446,13943.0,-9999,-9999,-9999
1473354520294,-9999,-9999,999.14996,1.6663644,9.80665,3.217807,0.79015845,0.6091347,0.37267494,-6.1875,76.1875,-37.875,7.8569946,0.02076942,-0.1600467,-0.015882496,13943.0,-9999,-9999,-9999
1473354520409,-9999,-9999,999.14996,1.7238252,9.078813,2.585738,0.8774519,0.035357475,-0.26833344,-7.75,76.625,-37.75,7.8569946,-0.009773844,-0.10751228,-0.08307768,13943.0,-9999,-9999,-9999
1473354520536,-9999,-9999,999.06,1.8195933,9.3661175,3.3327289,0.6611135,-0.02764988,0.3855381,-8.1875,76.1875,-38.0,7.8569946,-0.02321288,-0.14049901,-0.056199603,13410.0,-9999,-9999,-9999
1473354520649,-9999,-9999,999.18,1.7812861,9.5385,3.064578,0.71743536,0.3231144,0.011241913,-8.5,76.625,-37.6875,7.8569946,0.032986723,-0.05375614,-0.10629055,13410.0,-9999,-9999,-9999
1473354520755,-9999,-9999,999.0,1.3982137,9.3661175,2.566584,0.27905846,0.052772522,-0.29339933,-8.0625,76.625,-38.0625,7.8569946,-0.012217305,-0.065973446,-0.103847094,13410.0,-9999,-9999,-9999
1473354520862,-9999,-9999,999.02997,1.340753,9.768343,3.371036,0.4547,0.26982212,0.69984746,-7.875,77.0625,-38.625,7.8569946,-0.04520403,-0.21746802,0.0036651916,10797.0,-9999,-9999,-9999
1473354520975,-9999,-9999,999.08997,0.7469909,9.768343,3.2369606,-0.28253818,0.6178856,0.40555787,-7.9375,77.0,-38.5,7.8569946,0.036651913,-0.1001819,-0.057421334,10797.0,-9999,-9999,-9999
1473354521081,-9999,-9999,999.14996,0.4213795,9.902418,2.5474305,-0.690249,0.58195305,-0.29221725,-8.0625,76.8125,-38.0625,7.8569946,0.028099801,-0.05497787,-0.058643065,10797.0,-9999,-9999,-9999
1473354521188,-9999,-9999,999.02997,1.2641385,9.32781,2.681506,0.2131182,-0.0086250305,0.3128996,-8.3125,76.4375,-38.1875,7.8569946,-0.032986723,-0.2003638,0.042760566,10797.0,-9999,-9999,-9999
1473354521625,-9999,-9999,999.0,0.8810662,9.500193,2.834735,-0.19375908,0.42114162,0.32248664,-8.8125,76.375,-38.1875,7.8569946,-0.002443461,-0.0842994,-0.032986723,10797.0,-9999,-9999,-9999
1473354521738,-9999,-9999,999.12,1.2066777,10.151415,3.122039,-0.42733765,0.37019157,0.32479954,-10.0625,76.625,-39.125,7.8569946,0.047647487,-0.14294247,-0.03176499,9746.0,-9999,-9999,-9999
1473354521851,-9999,-9999,999.02997,1.5897499,10.189722,3.3901896,-0.49638796,0.69989586,0.6017475,-10.1875,76.0625,-39.25,7.8569946,0.04153884,0.009773844,-0.12705997,9746.0,-9999,-9999,-9999
1473354521956,-9999,-9999,998.94,1.2641385,9.653421,2.6623523,-0.16062558,0.33776474,-0.050391197,-10.125,75.125,-38.25,7.8569946,0.04886922,-0.095294975,-0.04642576,10823.0,-9999,-9999,-9999
1473354522064,-9999,-9999,998.97,1.4556746,9.557653,2.873042,0.25606322,-0.012413025,-0.06376481,-10.375,75.6875,-38.1875,7.8569946,0.02321288,-0.172264,-0.02687807,10823.0,-9999,-9999,-9999
1473354522177,-9999,-9999,999.02997,2.1452048,9.749189,3.064578,0.3872465,0.43298435,0.6245651,-11.1875,75.9375,-37.8125,7.8569946,-0.015882496,-0.18936823,0.0061086523,10368.0,-9999,-9999,-9999
1473354522283,-9999,-9999,999.06,1.2641385,9.212888,2.2984335,-0.39887178,-0.08978367,-0.3216982,-12.0625,76.1875,-37.75,7.8569946,0.056199603,0.118507855,-0.20891592,10368.0,-9999,-9999,-9999
1473354522403,-9999,-9999,999.02997,1.8770541,9.481039,3.3518825,-0.041503787,0.2124958,0.35555935,-12.0625,76.0625,-38.1875,7.8569946,-0.015882496,-0.06352998,-0.119729586,9624.0,-9999,-9999,-9999
1473354522517,-9999,-9999,998.94,1.7046716,9.691729,3.8115692,0.2122457,0.24621105,0.8807769,-11.625,76.0625,-37.375,7.8569946,-0.036651913,-0.18325958,-0.052534413,9624.0,-9999,-9999,-9999
1473354522636,-9999,-9999,998.97,0.842759,9.3661175,3.2561142,-0.7832879,0.07450771,0.57425547,-12.0,75.6875,-37.5625,7.8569946,0.02565634,-0.13194689,-0.02321288,9624.0,-9999,-9999,-9999
1473354522754,-9999,-9999,999.02997,1.4939818,9.500193,2.815581,-0.45823967,0.76088905,0.35568905,-12.75,76.0625,-38.0625,7.8569946,0.032986723,-0.07941248,-0.04642576,9624.0,-9999,-9999,-9999
1473354522865,-9999,-9999,998.88,1.2641385,9.346964,2.9113493,-0.5261525,-0.16561604,-0.026969671,-12.9375,75.9375,-37.5,7.8569946,0.017104227,-0.007330383,-0.112399206,9624.0,-9999,-9999,-9999
1473354522982,-9999,-9999,998.91,0.45968673,9.251195,3.1411927,-0.7992424,0.16627121,0.5553343,-13.125,75.875,-37.75,7.8569946,-0.030543262,-0.12095132,-0.04642576,9624.0,-9999,-9999,-9999
1473354523105,-9999,-9999,998.85,1.4939818,9.653421,3.6008794,-0.049362063,0.17304993,1.0092139,-13.0625,76.5,-37.375,7.8569946,0.019547688,-0.13927728,-0.040317107,9624.0,-9999,-9999,-9999
1473354523259,-9999,-9999,998.85,0.6895301,10.151415,3.3901896,-0.9494873,0.65028095,1.1223052,-13.375,75.8125,-37.375,7.8569946,0.043982297,0.02443461,-0.12950343,9624.0,-9999,-9999,-9999
1473354523369,-9999,-9999,998.82,1.3982137,9.787497,2.9496565,-0.30241835,0.5201731,0.23029256,-13.0625,75.6875,-37.1875,7.8569946,-0.0036651916,-0.13805555,-0.034208454,9624.0,-9999,-9999,-9999
1473354523775,-9999,-9999,998.85,1.8195933,9.32781,2.96881,-0.7156954,0.30935574,0.5249758,-13.625,76.0,-37.1875,7.8569946,0.02687807,-0.095294975,-0.04642576,9624.0,-9999,-9999,-9999
1473354523902,-9999,-9999,998.82,0.9576807,9.557653,2.8538885,-0.77382386,0.14013004,0.80180764,-15.375,75.625,-37.0625,7.8569946,-0.02076942,-0.25534168,0.04642576,9624.0,-9999,-9999,-9999
1473354524029,-9999,-9999,998.82,1.3982137,9.212888,3.2369606,-0.5075586,-0.108145714,0.48034954,-16.1875,75.9375,-37.0,7.8569946,-0.013439035,-0.16615535,-0.021991149,9624.0,-9999,-9999,-9999
1473354524171,-9999,-9999,998.85,1.1492168,10.093954,3.7732618,-0.36727417,0.8335085,1.1661289,-16.125,75.5,-37.5625,7.8569946,-0.02565634,-0.20891592,0.0061086523,5702.0,-9999,-9999,-9999
1473354524386,-9999,-9999,998.88,1.283292,9.232041,3.1603463,-0.32971013,0.30647373,0.58609724,-16.625,75.25,-36.8125,7.8569946,0.009773844,-0.16615535,-0.04153884,668.0,-9999,-9999,-9999
1473354524497,-9999,-9999,998.79,1.5131354,9.232041,3.466804,-0.12562096,0.082063675,0.32489204,-16.125,75.25,-36.4375,7.8569946,-0.012217305,-0.10873401,-0.0720821,626.0,-9999,-9999,-9999
1473354524618,-9999,-9999,998.85,0.842759,9.902418,3.1986535,-1.1537299,0.5125952,0.23048568,-16.0,75.125,-36.0,7.8569946,0.02443461,0.043982297,-0.14660765,626.0,-9999,-9999,-9999
1473354524741,-9999,-9999,998.77997,0.6895301,10.01734,3.1986535,-0.8862947,0.7910509,0.5520425,-16.8125,75.25,-36.4375,7.8569946,0.014660766,-0.15882497,-0.019547688,626.0,-9999,-9999,-9999
1473354524862,-9999,-9999,998.75,0.19153613,9.730036,3.1603463,-0.8679812,0.4595499,0.56932354,-16.6875,75.1875,-36.0625,7.8569946,0.03176499,-0.12461651,-0.04642576,626.0,-9999,-9999,-9999
1473354524974,-9999,-9999,998.85,0.5746084,9.232041,2.7964275,-1.014415,-0.109478,-0.004294634,-16.5625,74.8125,-35.5625,7.8569946,0.034208454,-0.059864793,-0.059864793,459.0,-9999,-9999,-9999
1473354525090,-9999,-9999,998.69,0.842759,9.270349,2.7389667,-0.61034924,0.026268005,-0.06838369,-16.8125,74.9375,-35.3125,7.8569946,-0.013439035,-0.087964594,-0.04642576,459.0,-9999,-9999,-9999
1473354525209,-9999,-9999,998.72,0.9959879,8.983045,2.9496565,-0.39518452,-0.6357336,0.09278941,-17.5625,74.75,-35.9375,7.8569946,-0.04520403,-0.23823744,0.035430185,486.0,-9999,-9999,-9999
1473354525335,-9999,-9999,998.75,1.4556746,9.634268,3.5242648,-0.116525054,0.38310242,0.4760213,-17.875,74.375,-36.0,7.8569946,-0.02687807,-0.20647246,0.019547688,486.0,-9999,-9999,-9999
1473354525460,-9999,-9999,998.75,1.0534488,9.902418,2.7964275,-0.6013687,0.39743996,0.39850712,-19.0625,73.8125,-35.5,7.8569946,0.02565634,-0.1160644,-0.057421334,375.0,-9999,-9999,-9999
1473354525577,-9999,-9999,998.72,0.45968673,9.423578,2.719813,-0.69322234,0.5780058,0.049797297,-18.875,74.0625,-35.1875,7.8569946,0.02076942,-0.047647487,-0.08674286,374.0,-9999,-9999,-9999
