Time,Temp,Hum,Baro,Acc(x),Acc(y),Acc(z),Mag(x),Mag(y),Mag(z),Gyro(x),Gyro(y),Gyro(z),Light,Lat,Long,Stop
12:29:00.509,-9999,-9999,1002.66895,1.1052856,2.2444153,9.49736,-30.833435,-3.553772,9.533691,-0.0566864,-0.071640015,0.030288696,67.0,35.904885,-79.0548569,-9999
12:29:00.637,-9999,-9999,1002.66895,1.2653809,2.1718292,9.604218,-30.799866,-3.036499,10.913086,-0.02444458,-0.16563416,-6.2561035E-4,66.05731,35.904885,-79.0548569,-9999
12:29:00.768,-9999,-9999,1002.66895,1.3715363,2.6770477,9.689362,-31.32019,-2.519226,10.072327,0.01763916,-0.1309967,0.06913757,65.04953,35.9048833,-79.0548604,-9999
12:29:00.895,-9999,-9999,1002.66895,1.4222565,2.245285,9.46611,-31.123352,-2.7175903,10.551453,0.07221985,-0.0076446533,0.023971558,64.05075,35.9048833,-79.0548604,-9999
12:29:01.019,-9999,-9999,1002.66895,1.4247284,2.582199,9.30838,-30.830383,-1.7837524,10.498047,0.16781616,-0.18063354,-0.02418518,63.047745,35.9048833,-79.0548604,-9999
12:29:01.158,-9999,-9999,1002.66895,1.5730743,2.468979,9.348145,-31.47583,-3.591919,10.78186,0.07723999,-0.0033721924,-0.03024292,63.0,35.9048833,-79.0548604,-9999
12:29:01.280,-9999,-9999,1002.6789,1.3730621,2.748108,9.235382,-30.259705,-4.710388,9.637451,0.16256714,0.08074951,-0.014083862,64.95172,35.9048833,-79.0548604,-9999
12:29:01.403,-9999,-9999,1002.6789,1.2463684,2.8372192,9.525269,-29.05426,-2.3605347,8.563232,0.04937744,-0.031021118,0.010192871,65.95241,35.9048833,-79.0548604,-9999
12:29:01.531,-9999,-9999,1002.6889,1.4584656,2.938263,9.2916565,-29.933167,-2.1743774,9.399414,0.26779175,0.01399231,-0.03567505,66.0,35.9048833,-79.0548604,-9999
12:29:01.670,-9999,-9999,1002.6889,1.2809448,3.5270844,8.972565,-30.152893,-3.2455444,9.541321,0.0110321045,0.17504883,0.034561157,67.90448,35.9048833,-79.0548604,-9999
12:29:01.795,-9999,-9999,1002.6789,1.1156311,3.1831818,9.369232,-30.889893,-3.85437,9.104919,-0.20300293,0.095565796,0.015853882,72.0,35.904907,-79.0549827,-9999
12:29:01.914,-9999,-9999,1002.6789,1.2876892,3.215744,8.45816,-31.097412,-4.3380737,9.667969,0.018936157,0.11172485,0.021743774,70.09515,35.904907,-79.0549827,-9999
12:29:02.032,-9999,-9999,1002.6789,1.2804565,3.2051544,9.01651,-30.517578,-3.7734985,9.843445,-0.036575317,0.028366089,0.03327942,70.94383,35.904907,-79.0549827,-9999
