Time,Temp,Hum,Baro,Acc(x),Acc(y),Acc(z),Mag(x),Mag(y),Mag(z),Gyro(x),Gyro(y),Gyro(z),Light,Lat,Long,Stop
12:16:24.594,-9999,-9999,-9999,-2.0585632,6.178238,8.286331,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12:16:24.759,-9999,-9999,1001.2267,-2.1471405,6.2524567,5.798767,-19.550896,-16.35971,-58.052063,-0.44551086,-0.41505432,-0.13923645,607.0,35.904741,-79.05460988,-9999
12:16:24.868,-9999,-9999,1001.27856,-1.3929749,5.7484894,7.6123657,-25.487518,-11.034584,-56.786156,-0.34378052,0.062179565,0.42855835,394.0,35.904741,-79.05460988,-9999
12:16:24.970,-9999,-9999,1001.252,0.64808655,4.9751587,7.3813324,-25.487518,-8.152962,-57.292557,0.20802307,0.20652771,0.06529236,365.0,35.90474100290479,-79.05460988581197,-9999
12:16:25.070,-9999,-9999,1001.2522,0.42063904,4.897339,8.111557,-25.749588,-7.2799683,-58.136177,-0.09983826,-0.14874268,0.1388092,359.0,35.90474100290479,-79.05460988581197,-9999
12:16:25.171,-9999,-9999,1001.2521,0.03756714,5.1954193,8.281555,-26.360512,-6.4071655,-57.714462,-0.025802612,-0.08428955,-0.03111267,349.0,35.90474100290479,-79.05460988581197,-9999
12:16:25.273,-9999,-9999,1001.25195,-0.5166931,5.118805,8.570053,-25.836563,-6.05793,-58.135986,0.13877869,0.071243286,0.115371704,349.0,35.90474100290479,-79.05460988581197,-9999
12:16:25.374,-9999,-9999,1001.27826,0.0028533936,4.8674164,8.938751,-24.788857,-5.534363,-58.30517,0.002960205,0.068573,-0.041229248,377.0,35.90474100290479,-79.05460988581197,-9999
12:16:25.476,-9999,-9999,1001.1997,-0.20185852,5.1930237,8.1809845,-24.177933,-6.6690445,-57.883263,0.07966614,0.013183594,-0.08383179,391.0,35.90474100290479,-79.05460988581197,-9999
12:16:25.577,-9999,-9999,1001.2257,-0.04623413,5.6263733,8.063675,-24.789047,-7.3677063,-57.798958,0.02267456,-0.0038604736,-0.067855835,391.0,35.90474100290479,-79.05460988581197,-9999
12:16:25.683,-9999,-9999,1001.2258,-0.65914917,7.340622,7.182617,-24.352455,-7.8912735,-57.96776,0.22666931,0.04034424,-0.058273315,405.0,35.90474100290479,-79.05460988581197,-9999
12:16:25.785,-9999,-9999,1001.25214,0.14170837,6.6319427,6.12796,-23.916245,-10.947037,-56.786346,0.20162964,-0.12583923,-0.004470825,405.0,35.904741,-79.0546099,-9999
12:16:25.887,-9999,-9999,1001.25214,0.07707214,6.159088,6.3458405,-25.487709,-13.304138,-56.954956,-0.0018310547,-0.18229675,3.2043457E-4,383.0,35.904741,-79.0546099,-9999
12:16:25.987,-9999,-9999,1001.22595,0.39190674,6.2680206,6.732498,-26.971817,-12.606049,-56.53286,-0.044448853,0.031829834,-0.023651123,360.0,35.904741,-79.0546099,-9999
12:16:26.091,-9999,-9999,1001.1998,-1.2289734,6.941986,7.126343,-26.360893,-13.129616,-56.617355,0.2501068,0.14846802,-0.11047363,348.0,35.904741,-79.0546099,-9999
12:16:26.191,-9999,-9999,1001.22595,0.8994751,6.574478,6.8019257,-26.88427,-14.526558,-56.954956,-0.027404785,-0.24461365,0.22242737,378.0,35.9058577,-79.0531003,-9999
12:16:26.292,-9999,-9999,1001.22546,0.26261902,6.849823,5.8993225,-28.193855,-14.962769,-55.942345,0.15582275,0.19055176,-0.039627075,342.0,35.9058577,-79.0531003,-9999
12:16:26.396,-9999,-9999,1001.2254,0.2889557,6.892914,5.991501,-27.058792,-15.923119,-56.448746,0.101501465,0.16871643,-0.030578613,356.0,35.9058577,-79.0531003,-9999
12:16:26.498,-9999,-9999,1001.22546,0.2709961,6.8079224,6.359009,-26.011467,-15.312004,-56.36463,0.042907715,0.15379333,-0.020462036,395.0,35.9058577,-79.0531003,-9999
12:16:26.610,-9999,-9999,1001.22577,0.022003174,6.789963,6.6259613,-25.051117,-15.2246475,-57.03945,-0.09184265,0.25447083,0.028015137,417.0,35.9058577,-79.0531003,-9999
12:16:26.714,-9999,-9999,1001.1994,-0.19587708,6.8414307,6.502655,-23.653984,-14.788246,-57.03945,0.10575867,0.038208008,-0.03855896,441.0,35.9058577,-79.0531003,-9999
12:16:26.815,-9999,-9999,1001.2257,0.05911255,6.7600403,6.3614044,-24.352455,-15.312195,-57.03945,0.18937683,0.08029175,-0.048690796,445.0,35.9058577,-79.0531003,-9999
12:16:26.916,-9999,-9999,1001.22565,0.10939026,6.657089,6.453583,-25.051117,-15.922928,-57.461357,-0.072143555,0.04034424,0.02961731,436.0,35.9058577,-79.0531003,-9999
12:16:27.024,-9999,-9999,1001.2519,4.5776367E-4,6.9001007,6.7384796,-24.352455,-15.573883,-56.786156,0.071136475,0.10159302,0.01576233,453.0,35.9056221,-79.0534077,-9999
12:16:27.128,-9999,-9999,1001.22565,0.04473877,6.9443817,6.1219788,-22.955704,-16.534042,-56.111336,0.1355896,0.10159302,0.02961731,478.0,35.9056221,-79.0534077,-9999
12:16:27.231,-9999,-9999,1001.22595,-0.36227417,7.0497284,5.817917,-22.868347,-17.494774,-56.617737,-0.046569824,-0.12263489,0.031204224,506.0,35.9056221,-79.0534077,-9999
12:16:27.332,-9999,-9999,1001.2519,-0.42211914,7.2364807,5.5880737,-22.693825,-17.669487,-56.279945,0.018936157,-0.0725708,0.0013885498,506.0,35.9056221,-79.0534077,-9999
12:16:27.433,-9999,-9999,1001.2259,0.12854004,6.9635468,6.715744,-22.955894,-17.756844,-56.02665,-0.31661987,-0.40226746,0.0061798096,445.0,35.9056221,-79.0534077,3
12:16:27.535,-9999,-9999,1001.25183,0.23628235,6.882141,6.6319427,-25.312996,-15.224838,-56.111336,-0.095047,-0.120513916,0.034942627,397.0,35.9056221,-79.0534077,3
12:16:27.641,-9999,-9999,1001.2519,0.17523193,6.6187744,7.0724792,-26.797104,-14.875603,-56.36444,-0.26229858,-0.20838928,0.005645752,378.0,35.9056221,-79.0534077,3
12:16:27.744,-9999,-9999,1001.19934,0.29614258,6.5445557,6.2476807,-27.14634,-14.351845,-56.02684,-0.2058258,-0.14874268,0.016296387,358.0,35.9056221,-79.0534077,3
12:16:27.845,-9999,-9999,1001.2786,0.48527527,6.4344177,6.427246,-27.058983,-12.256432,-55.604744,-0.1546936,-0.12477112,-0.025787354,337.0,35.9056221,-79.0534077,3
12:16:27.947,-9999,-9999,1001.25195,0.7821655,6.1531067,6.9072723,-28.281021,-10.772514,-54.760933,-0.42474365,-0.14128113,0.100982666,318.0,35.9056221,-79.0534077,3
12:16:28.052,-9999,-9999,1001.1999,0.9282074,6.2632446,7.2951355,-28.891945,-7.803726,-55.01423,-0.6729431,-0.40705872,0.19473267,298.0,35.9056221,-79.0534077,3
12:16:28.154,-9999,-9999,1001.19934,0.53315735,6.308731,8.036148,-30.114746,-3.3514023,-54.507828,-0.22660828,0.42756653,-0.32618713,270.0,35.9057166,-79.0534654,3
12:16:28.260,-9999,-9999,1001.2519,0.6851959,5.699402,7.048538,-30.114555,-2.915001,-54.339027,-0.22181702,-0.120513916,0.12760925,255.0,35.9057166,-79.0534654,3
12:16:28.361,-9999,-9999,1001.2782,0.9497528,5.5126495,8.184586,-30.28946,-0.38337708,-54.423523,0.18405151,0.10745239,-0.03111267,246.0,35.9057166,-79.0534654,3
12:16:28.463,-9999,-9999,1001.2519,1.3448029,4.739334,8.194153,-30.202103,-0.8195877,-54.423714,-0.029525757,0.027557373,-0.006072998,246.0,35.9057166,-79.0534654,3
12:16:28.566,-9999,-9999,1001.2521,1.5997772,5.0326233,8.580826,-29.241562,-0.5573273,-54.339027,0.18884277,0.13728333,-0.14509583,250.0,35.9057166,-79.0534654,3
12:16:28.670,-9999,-9999,1001.2778,0.68759155,5.9005127,6.7540436,-28.891945,-1.6925812,-54.592133,0.18830872,0.16604614,-0.16320801,250.0,35.9057166,-79.0534654,3
