Time,Temp,Hum,Baro,Acc(x),Acc(y),Acc(z),LinAcc(x),LinAcc(y),LinAcc(z),Mag(x),Mag(y),Mag(z),Degrees,DegreesAvg,Turn,Gyro(x),Gyro(y),Gyro(z),Light,Lat,Long,Stop
1476238063596,-9999,-9999,1008.94,0.1340753,1.3982137,9.528923,-0.2918586,0.14772463,-0.18316841,4.4375,-22.3125,-6.1875,193.64119,194.83286460000008,-9999,-0.06841691,0.010995574,0.058643065,0.0,-9999,-9999,-9999
1476238063715,-9999,-9999,1009.02997,0.51714754,1.5131354,9.720459,0.039623976,0.2949301,0.042203903,4.8125,-22.1875,-6.4375,193.58235,194.81429360000013,-9999,0.019547688,0.030543262,0.08674286,0.0,-9999,-9999,-9999
1476238063827,-9999,-9999,1008.91,0.49799395,1.532289,9.605537,0.008426279,0.22153342,-0.047677994,4.5625,-22.375,-6.75,193.52658,194.79056580000008,-9999,0.06352998,0.02687807,0.073303826,0.0,-9999,-9999,-9999
1476238063948,-9999,-9999,1009.02997,0.34476504,1.5705963,9.548077,-0.044240564,0.13800907,-0.17494869,4.0,-22.75,-6.75,193.31482,194.76035560000008,-9999,0.06352998,0.02076942,0.064751714,0.0,-9999,-9999,-9999
1476238064056,-9999,-9999,1009.0,0.32561144,1.6472107,9.586384,-0.087316334,0.23166895,-0.10877609,3.5625,-22.5,-6.5625,192.87218,194.72120800000008,-9999,0.028099801,0.0,0.07452556,0.0,-9999,-9999,-9999
1476238064171,-9999,-9999,1008.97,0.17238252,1.7046716,9.720459,-0.15348072,0.24122751,0.031197548,3.5625,-22.75,-6.625,192.4448,194.67142440000006,-9999,-0.0061086523,-0.010995574,0.08674286,0.0,-9999,-9999,-9999
1476238064291,-9999,-9999,1008.94,0.4405331,1.8387469,9.605537,0.119286895,0.4118179,-0.039456367,3.875,-22.375,-6.4375,192.20946,194.61416640000007,-9999,0.034208454,0.02565634,0.119729586,0.0,-9999,-9999,-9999
1476238064398,-9999,-9999,1009.0,0.2681506,1.8579005,9.662998,-0.096381426,0.32393658,-0.011501312,3.0,-22.25,-6.3125,191.84875,194.55138980000004,-9999,-0.004886922,-0.014660766,0.096516706,0.0,-9999,-9999,-9999
1476238064504,-9999,-9999,1009.02997,0.40222588,2.0111294,9.490616,-0.049169928,0.43685758,-0.23117828,2.8125,-22.125,-6.1875,191.38829,194.47807860000003,-9999,0.008552114,0.0012217305,0.06841691,0.0,-9999,-9999,-9999
1476238064611,-9999,-9999,1008.91,0.4213795,1.9536686,9.605537,-0.035313457,0.28111017,-0.051667213,3.0625,-23.0625,-5.875,191.0141,194.39673340000004,-9999,-0.0061086523,0.007330383,0.07452556,0.0,-9999,-9999,-9999
1476238064715,-9999,-9999,1008.91,0.51714754,2.2409728,9.528923,0.09434098,0.5200653,-0.116288185,2.4375,-22.75,-6.0,190.63467,194.3063756,-9999,0.021991149,0.010995574,0.059864793,0.0,-9999,-9999,-9999
1476238064824,-9999,-9999,1009.0,0.30645782,2.1260512,9.605537,-0.12427506,0.36650848,-0.04882431,2.125,-22.375,-6.3125,189.96889,194.20377380000002,-9999,-0.021991149,-0.013439035,0.04642576,0.0,-9999,-9999,-9999
1476238064938,-9999,-9999,1009.0,0.5746084,2.2984335,9.509769,0.11775136,0.44056153,-0.06897259,2.1875,-22.3125,-6.1875,189.57993,194.094724,-9999,0.043982297,0.02076942,0.040317107,0.0,-9999,-9999,-9999
1476238065050,-9999,-9999,1009.0,0.34476504,2.336741,9.509769,-0.0225147,0.3727317,-0.03607273,2.5,-22.0,-6.0625,189.32039,193.98572860000002,-9999,-0.004886922,0.013439035,0.03176499,0.0,-9999,-9999,-9999
1476238065167,-9999,-9999,1009.0,0.5554548,2.4516625,9.682152,0.11215347,0.34006023,-0.093188286,2.375,-22.125,-5.875,189.05414,193.87314780000005,-9999,0.009773844,-0.04886922,0.021991149,0.0,-9999,-9999,-9999
1476238065273,-9999,-9999,1008.94,0.34476504,2.5091233,9.3182335,-0.10443467,0.46169424,-0.13767242,2.0,-22.5,-5.4375,188.7232,193.75018440000008,-9999,0.096516706,0.039095376,0.009773844,0.0,-9999,-9999,-9999
1476238065382,-9999,-9999,1008.88,0.61291564,2.432509,9.337387,0.11063272,0.29761958,-0.12274456,1.6875,-22.5625,-5.5,188.44012,193.62232180000004,-9999,0.0012217305,0.03176499,0.040317107,0.0,-9999,-9999,-9999
1476238065486,-9999,-9999,1008.91,0.40222588,2.8538885,9.471462,-0.05468908,0.67111874,-0.07825661,1.625,-22.375,-6.25,187.99268,193.484948,-9999,-0.10262536,-0.028099801,0.0,0.0,-9999,-9999,-9999
1476238065591,-9999,-9999,1008.91,0.36391866,2.5091233,9.720459,-0.07246277,0.27845454,0.18085289,1.1875,-22.6875,-6.1875,187.63043,193.3411112,-9999,-0.111177474,-0.015882496,-0.009773844,0.0,-9999,-9999,-9999
1476238065706,-9999,-9999,1009.0,0.51714754,2.4133554,9.356541,0.00378412,0.2409625,-0.0729599,1.625,-21.9375,-6.1875,187.20775,193.18670840000001,-9999,0.10995574,0.013439035,-0.02565634,0.0,-9999,-9999,-9999
1476238065817,-9999,-9999,1008.94,1.1492168,1.7429788,9.241618,0.55367786,-0.54070294,-0.3667326,1.625,-22.25,-5.9375,187.22057,193.0306944,-9999,-0.008552114,-0.14049901,0.081855945,0.0,-9999,-9999,-9999
1476238065927,-9999,-9999,1008.97,0.61291564,2.2984335,9.816227,0.052898288,-0.017602205,0.45355892,1.9375,-22.25,-5.9375,187.20361,192.87021279999996,-9999,-0.032986723,-0.09040806,-0.06352998,0.0,-9999,-9999,-9999
1476238066036,-9999,-9999,1008.91,1.2641385,2.4899697,9.337387,0.441499,0.09022927,-0.093257904,1.8125,-22.3125,-6.375,187.15086,192.70584479999994,-9999,-0.02565634,-0.062308256,0.13561209,0.0,-9999,-9999,-9999
1476238066140,-9999,-9999,1008.94,1.1492168,2.2026656,9.107543,0.30728823,-0.12417126,-0.38178635,1.375,-21.9375,-6.625,187.28273,192.5421698,-9999,-0.017104227,0.0,-0.07574729,0.0,-9999,-9999,-9999
1476238066246,-9999,-9999,1008.91,1.1109096,2.336741,9.816227,0.2204566,-0.037462234,0.24872494,1.25,-21.6875,-6.125,187.0327,192.3750302,-9999,-0.030543262,-0.05131268,-0.034208454,0.0,-9999,-9999,-9999
1476238066351,-9999,-9999,1008.94,0.90021986,2.6048915,9.56723,0.035535693,0.19362235,-0.05876255,1.375,-22.125,-5.875,186.82323,192.20390480000003,-9999,-0.002443461,0.03176499,-0.07819075,0.0,-9999,-9999,-9999
1476238066460,-9999,-9999,1008.94,1.1300632,2.7389667,9.701305,0.31785846,0.3381307,0.42760658,1.875,-22.375,-6.375,186.92351,192.03333780000006,-9999,0.02565634,-0.012217305,-0.029321533,0.0,-9999,-9999,-9999
